,Plate,Row,Column,Rep,Acetate,Butyrate,Succinate,Lactate,Community,OD,Total,PC Reads,PC Fraction,PC,PJ Reads,PJ Fraction,PJ,BV Reads,BV Fraction,BV,BF Reads,BF Fraction,BF,BO Reads,BO Fraction,BO,BT Reads,BT Fraction,BT,BC Reads,BC Fraction,BC,BY Reads,BY Fraction,BY,BU Reads,BU Fraction,BU,DP Reads,DP Fraction,DP,BL Reads,BL Fraction,BL,BA Reads,BA Fraction,BA,BP Reads,BP Fraction,BP,CA Reads,CA Fraction,CA,EL Reads,EL Fraction,EL,FP Reads,FP Fraction,FP,CH Reads,CH Fraction,CH,AC Reads,AC Fraction,AC,BH Reads,BH Fraction,BH,CG Reads,CG Fraction,CG,ER Reads,ER Fraction,ER,RI Reads,RI Fraction,RI,CC Reads,CC Fraction,CC,DL Reads,DL Fraction,DL,DF Reads,DF Fraction,DF
10,1,C,2,1,16.99862322,36.1607816,29.21639904,2.7986402999999997,PC-PJ-BF-BO-BT-BU-BL-EL-FP-CH-AC-BH-ER,2.55,10498.0,1780.0,0.17064519221551144,0.0,299.0,0.02866455756878535,0.0,1.0,9.586808551433228e-05,0.0,1013.0,0.0971143706260186,0.0,1206.0,0.11561691113028473,0.0,1195.0,0.11456236218962708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,0.029239766081871343,0.0,0.0,0.0,0.0,32.0,0.003067778736458633,0.0,2.0,0.00019173617102866456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.001054548940657655,0.0,4.0,0.0003834723420573291,0.0,1659.0,0.15904515386827725,0.0,2316.0,0.22203048605119355,0.0,4.0,0.0003834723420573291,0.0,0.0,0.0,0.0,602.0,0.057712587479628034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.586808551433228e-05,0.0,1.0,9.586808551433228e-05,0.0
11,1,D,2,1,24.24256888,37.45109216,29.47825164,3.5505818999999996,PC-PJ-BV-BF-BC-EL-CH-AC-BH-CG-RI,2.089,9821.0,1729.0,0.17642857142857146,0.0,171.0,0.01744897959183674,0.0,500.0,0.051020408163265314,0.0,800.0,0.08163265306122447,0.0,1.0,0.00010204081632653062,0.0,0.0,0.0,0.0,1985.0,0.20255102040816325,0.0,1.0,0.00010204081632653062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00020408163265306123,0.0,0.0,0.0,0.0,19.0,0.0019387755102040817,0.0,0.0,0.0,0.0,1498.0,0.15285714285714286,0.0,2596.0,0.2648979591836735,0.0,8.0,0.0008163265306122449,0.0,486.0,0.04959183673469388,0.0,1.0,0.00010204081632653062,0.0,3.0,0.0003061224489795918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1,E,2,1,17.91054122,37.53983576,32.11832296,2.5107947999999998,PC-BV-BF-BY-BU-EL-FP-CH-AC-ER-DF,2.02,11973.0,1598.0,0.13374623367927688,0.0,0.0,0.0,0.0,534.0,0.04469367258118514,0.0,1011.0,0.08461667224640107,0.0,1.0,8.369601606963509e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,0.03305992634750586,0.0,216.0,0.018078339471041174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.369601606963509e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.001088048208905256,0.0,11.0,0.0009206561767659859,0.0,3172.0,0.2654837629728825,0.0,2983.0,0.2496652159357215,0.0,0.0,0.0,0.0,1.0,8.369601606963509e-05,0.0,779.0,0.06519919651824573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233.0,0.10319718781386006,0.0
13,1,F,2,1,24.05704662,37.21200122,31.46743856,4.24233693,PC-BV-BF-BT-BU-BL-CA-EL-CH-AC-BH-RI,2.2989999999999995,7506.0,1126.0,0.15023348899266178,0.0,0.0,0.0,0.0,501.0,0.06684456304202803,0.0,548.0,0.07311541027351567,0.0,1.0,0.00013342228152101398,0.0,844.0,0.11260840560373582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.030020013342228157,0.0,0.0,0.0,0.0,54.0,0.007204803202134756,0.0,1.0,0.00013342228152101398,0.0,0.0,0.0,0.0,420.0,0.056037358238825885,0.0,15.0,0.0020013342228152107,0.0,0.0,0.0,0.0,1854.0,0.24736490993996,0.0,1899.0,0.2533689126084056,0.0,5.0,0.00066711140760507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00026684456304202795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1,G,2,1,20.33372772,35.562801799999995,34.19470924,2.81799129,PC-BV-BF-BO-CA-EL-FP-CH-AC-BH-ER,2.025,11886.0,1696.0,0.14391175222740776,0.0,0.0,0.0,0.0,651.0,0.055239711497666516,0.0,1859.0,0.1577428935086975,0.0,1622.0,0.13763258379295715,0.0,4.0,0.00033941450997030124,0.0,1.0,8.485362749257531e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,0.05371234620280017,0.0,19.0,0.0016122189223589307,0.0,6.0,0.0005091217649554518,0.0,1288.0,0.109291472210437,0.0,3342.0,0.2835808230801867,0.0,8.0,0.0006788290199406025,0.0,0.0,0.0,0.0,656.0,0.0556639796351294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1,H,2,1,32.9397438,34.55260976,32.17947644,2.48634222,PC-PJ-BV-BF-BO-BU-CA-CH-AC-BH-CG,2.4330000000000003,11587.0,2291.0,0.19876800277633175,0.0,171.0,0.014836022904737116,0.0,165.0,0.014315460697553356,0.0,777.0,0.06741280583029673,0.0,1285.0,0.11148707270518828,0.0,3.0,0.0002602811035918792,0.0,1.0,8.676036786395974e-05,0.0,0.0,0.0,0.0,289.0,0.025073746312684362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.025420787784140204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0,0.06376887038001043,0.0,5062.0,0.4391809821273642,0.0,9.0,0.0007808433107756378,0.0,445.0,0.038608363699462085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1,A,3,1,43.63582962,20.41732244,31.03085596,21.15397062,BV-BF-BC-BY-BU-DP-BL-EL-CH-AC-CG,1.9909999999999999,13651.0,75.0,0.005519576096555784,0.0,8.0,0.0005887547836326171,0.0,219.0,0.01611716220194289,0.0,1897.0,0.13960847806888432,0.0,0.0,0.0,0.0,1.0,7.359434795407712e-05,0.0,2256.0,0.16602884898439801,0.0,1392.0,0.10244333235207537,0.0,424.0,0.031204003532528706,0.0,71.0,0.0052251987047394755,0.0,199.0,0.014645275242861347,0.0,19.0,0.0013982926111274655,0.0,0.0,0.0,0.0,4.0,0.0002943773918163085,0.0,9.0,0.0006623491315866941,0.0,0.0,0.0,0.0,1019.0,0.07499264056520459,0.0,5484.0,0.403591404180159,0.0,0.0,0.0,0.0,497.0,0.036576390933176335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0010303208713570797,0.0
17,1,B,3,1,29.79276598,40.20972914,29.287802000000003,3.47000802,PC-PJ-BV-BF-BY-BU-BA-EL-FP-CH-AC-CG-RI,2.7430000000000003,13718.0,4629.0,0.3384266705658722,0.0,293.0,0.021421260418189796,0.0,216.0,0.015791782424331043,0.0,1197.0,0.08751279426816785,0.0,4.0,0.0002924404152653897,0.0,1.0,7.311010381634741e-05,0.0,0.0,0.0,0.0,647.0,0.04730223716917678,0.0,314.0,0.02295657259833309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0,0.07815470097967539,0.0,0.0,0.0,0.0,3.0,0.00021933031144904223,0.0,4.0,0.0002924404152653897,0.0,15.0,0.0010966515572452113,0.0,656.0,0.04796022810352391,0.0,4085.0,0.2986547740897792,0.0,0.0,0.0,0.0,531.0,0.03882146512648048,0.0,1.0,7.311010381634741e-05,0.0,7.0,0.0005117707267144318,0.0,0.0,0.0,0.0,1.0,7.311010381634741e-05,0.0,5.0,0.0003655505190817371,0.0
18,1,C,3,1,23.50995518,36.38392364,26.96630892,3.30038301,PC-PJ-BF-BC-BU-DP-CA-EL-FP-CH-AC-CG,1.854,12987.0,2718.0,0.20993280296593805,0.0,491.0,0.03792384336139646,0.0,0.0,0.0,0.0,1594.0,0.12311732447671275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2814.0,0.21734764810380786,0.0,0.0,0.0,0.0,407.0,0.031435853865760414,0.0,52.0,0.0040163744496794634,0.0,0.0,0.0,0.0,1.0,7.72379701861435e-05,0.0,0.0,0.0,0.0,478.0,0.0369197497489766,0.0,11.0,0.0008496176720475786,0.0,35.0,0.0027033289565150226,0.0,1883.0,0.14543909786050824,0.0,1939.0,0.14976442419093225,0.0,0.0,0.0,0.0,524.0,0.0404726963775392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1,D,3,1,30.8418872,24.53964086,34.09056208,11.97350892,PJ-BV-BF-BO-BU-DP-BL-CA-EL-FP-CH-AC,2.175,13669.0,0.0,0.0,0.0,510.0,0.03750551551698779,0.0,739.0,0.05434622738638035,0.0,2057.0,0.15127224591851746,0.0,1931.0,0.14200617737902632,0.0,3.0,0.00022062067951169288,0.0,1.0,7.354022650389763e-05,0.0,0.0,0.0,0.0,477.0,0.03507868804235917,0.0,104.0,0.007648183556405354,0.0,51.0,0.003750551551698779,0.0,0.0,0.0,0.0,1.0,7.354022650389763e-05,0.0,269.0,0.019782320929548458,0.0,3.0,0.00022062067951169288,0.0,27.0,0.001985586115605236,0.0,822.0,0.06045006618620385,0.0,6600.0,0.4853654949257244,0.0,0.0,0.0,0.0,2.0,0.00014708045300779526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.354022650389763e-05,0.0
20,1,E,3,1,24.30086782,53.84511794,9.8199712,1.56998007,PJ-BF-BL-BP-CA-EL-AC-BH-ER-RI-CC,2.193,12723.0,1.0,7.875255945818238e-05,0.0,490.0,0.03858875413450937,0.0,0.0,0.0,0.0,3126.0,0.24618050086627816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00015750511891636477,0.0,0.0,0.0,0.0,2.0,0.00015750511891636477,0.0,0.0,0.0,0.0,45.0,0.0035438651756182077,0.0,0.0,0.0,0.0,1365.0,0.10749724366041896,0.0,400.0,0.03150102378327296,0.0,36.0,0.002835092140494566,0.0,0.0,0.0,0.0,1.0,7.875255945818238e-05,0.0,5697.0,0.44865333123326506,0.0,145.0,0.011419121121436449,0.0,0.0,0.0,0.0,621.0,0.04890533942353127,0.0,6.0,0.0004725153567490944,0.0,761.0,0.0599306977476768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1,F,3,1,16.33275242,57.63983942,12.45950116,1.74585348,PJ-BC-BY-BA-CA-EL-FP-AC-ER-CC-DF,2.448,11136.0,1.0,9.003331232556046e-05,0.0,552.0,0.049698388403709375,0.0,1.0,9.003331232556046e-05,0.0,2.0,0.00018006662465112092,0.0,1.0,9.003331232556046e-05,0.0,0.0,0.0,0.0,1986.0,0.17880615827856308,0.0,629.0,0.05663095345277752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.0,0.14909516521112812,0.0,0.0,0.0,0.0,499.0,0.04492662285045467,0.0,31.0,0.0027910326820923736,0.0,3.0,0.0002700999369766813,0.0,0.0,0.0,0.0,1780.0,0.1602592959394976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,0.059061852885567666,0.0,0.0,0.0,0.0,2056.0,0.1851084901413523,0.0,1.0,9.003331232556046e-05,0.0,1253.0,0.11281174034392726,0.0
22,1,G,3,1,9.97074054,61.46465294,9.18674968,1.24893804,BC-BU-BL-CA-EL-FP-AC-ER-RI-CC-DL,1.935,14153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00014182385477237274,0.0,0.0,0.0,0.0,1.0,7.091192738618637e-05,0.0,2605.0,0.18472557084101546,0.0,0.0,0.0,0.0,587.0,0.041625301375691384,0.0,0.0,0.0,0.0,193.0,0.013686001985533968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,0.0670117713799461,0.0,155.0,0.010991348744858886,0.0,8.0,0.000567295419089491,0.0,1.0,7.091192738618637e-05,0.0,3956.0,0.2805275847397532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.0,0.05552403914338392,0.0,2.0,0.00014182385477237274,0.0,3287.0,0.23308750531839456,0.0,1577.0,0.11182810948801587,0.0,0.0,0.0,0.0
23,1,H,3,1,33.19070304,50.53698938,7.43417748,1.89529692,BY-BU-BP-CA-EL-FP-AC-BH-CG-ER-RI,2.1590000000000003,13194.0,1.0,7.588404917286387e-05,0.0,1.0,7.588404917286387e-05,0.0,0.0,0.0,0.0,1.0,7.588404917286387e-05,0.0,0.0,0.0,0.0,1.0,7.588404917286387e-05,0.0,0.0,0.0,0.0,1754.0,0.13310062224920322,0.0,543.0,0.04120503870086508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2472.0,0.18758536955531946,0.0,735.0,0.055774776142054935,0.0,70.0,0.005311883442100471,0.0,5.0,0.00037942024586431935,0.0,0.0,0.0,0.0,4911.0,0.3726665654879344,0.0,843.0,0.06397025345272424,0.0,1312.0,0.0995598725147974,0.0,519.0,0.03938382152071634,0.0,9.0,0.0006829564425557747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.588404917286387e-05,0.0
24,1,A,4,1,18.6494916,53.4374795,8.21895152,0.82562418,PJ-BC-BP-EL-FP-AC-BH-ER-RI-CC-DF,2.23,12864.0,1.0,7.795447458684128e-05,0.0,685.0,0.05339881509198628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2113.0,0.16471780480199566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.795447458684128e-05,0.0,1564.0,0.12192079825381975,0.0,2.0,0.00015590894917368256,0.0,116.0,0.009042719052073591,0.0,23.0,0.0017929529154973496,0.0,0.0,0.0,0.0,5373.0,0.41884939195509824,0.0,5.0,0.0003897723729342065,0.0,0.0,0.0,0.0,755.0,0.05885562831306518,0.0,2.0,0.00015590894917368256,0.0,1195.0,0.09315559713127533,0.0,0.0,0.0,0.0,993.0,0.07740879326473339,0.0
25,1,B,4,1,20.80669336,52.10293376,11.30518832,1.69820943,BO-BC-BY-BU-BA-CA-EL-AC-RI-DL-DF,2.187,12641.0,1.0,7.92895654931811e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,0.04931810973675865,0.0,0.0,0.0,0.0,1435.0,0.11378052648271487,0.0,632.0,0.05011100539169045,0.0,266.0,0.021091024421186173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682.0,0.1333650491595306,0.0,0.0,0.0,0.0,739.0,0.058594988899460826,0.0,43.0,0.0034094513162067873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1625.0,0.12884554392641928,0.0,0.0,0.0,0.0,1.0,7.92895654931811e-05,0.0,0.0,0.0,0.0,2.0,0.0001585791309863622,0.0,0.0,0.0,0.0,4394.0,0.3483983507770377,0.0,1170.0,0.09276879162702187,0.0
26,1,C,4,1,26.87269176,48.04685228,9.01937652,1.70113932,PC-PJ-BC-BU-BL-BP-CA-EL-FP-AC-CG-DL,2.2840000000000003,12260.0,778.0,0.06366091154570003,0.0,876.0,0.0716798952622535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608.0,0.13157679404304068,0.0,0.0,0.0,0.0,413.0,0.03379428851976106,0.0,0.0,0.0,0.0,24.0,0.0019638327469110547,0.0,1.0,8.182636445462728e-05,0.0,1150.0,0.09410031912282138,0.0,422.0,0.03453072579985271,0.0,32.0,0.002618443662548073,0.0,10.0,0.0008182636445462729,0.0,1.0,8.182636445462728e-05,0.0,3844.0,0.31454054496358724,0.0,0.0,0.0,0.0,1024.0,0.08379019720153834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.0,0.1667621307585304,0.0,0.0,0.0,0.0
27,1,D,4,1,25.52346864,48.35736578,10.05872308,1.52396289,PJ-BF-BO-BY-BU-BP-CA-EL-AC-CG-CC,2.001,11159.0,0.0,0.0,0.0,553.0,0.04973021582733813,0.0,0.0,0.0,0.0,1989.0,0.17886690647482015,0.0,521.0,0.04685251798561151,0.0,1.0,8.992805755395684e-05,0.0,2.0,0.00017985611510791367,0.0,498.0,0.044784172661870514,0.0,349.0,0.03138489208633093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.0,0.12194244604316548,0.0,409.0,0.03678057553956834,0.0,37.0,0.003327338129496403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3667.0,0.3297661870503597,0.0,0.0,0.0,0.0,922.0,0.0829136690647482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,0.07338129496402877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
